id,text,bio,label,lang
es_1803,"Al final el Amor es eso: Amor. ¡Los invito abrazar la diversidad! 
#happypridemonth 🌈💜💛♥💚💙💗✨ Foto: samigraphic .
.
.
@USER @USER encuentronacionalartequeercali #lgtb #loveislove #pride #Aliana… URL","Confiable, Curiosa y Soy de las que piensa que el cuerpo es Arte.
SOCIAL 

50% Sarcasmo - 50% Polémica",0,es
es_1192,"@USER No se en qué mundo vive esa gente con la ""deriva queer"". No se qué creen que son las teorías queer y no se qué creen que va a pasar con la ley trans (además de que las personas trans ejerzan sus derechos igual que los gays ejercimos los nuestros con la anterior) pero se han...","¯\_(ツ)_/¯

En Mastodon:  @USER@USER.masto.host",0,es
es_643,"Hoy y todos los días enfatizamos la importancia de combatir la #homofobia, #transfobia y #bifobia en el mundo. Uniendo esfuerzos cabemos todos, todes y todas.
.
.
.
#sladom #LGBT #LGBTQ #queer #cuir #loveislove #inclusión #igualdad #equidad #pride2022 #CDMX  #mexico #prideCDMX URL","Sladom, la 1er. tienda leather y BDSM en México. Una tienda para tod@USER. Ciudad de México.",0,es
es_1755,"El Día Internacional del Orgullo LGBT. @USER
#orgullolgbt #orgullolgbtq+ #orgullogay #gay #pride #gaypride #loveislove #queer  #transgender #instagood #fashion #art #photography #sexualidad #sexuality #sex #sexo #Junio #June #Junio28 #June28 URL","Lic. en Química (LUZ). #Venezolano. Me gusta el #gym, la #fotografía, la #poesía, el #diseño, la #edición y la cultura #Japonés.  Sigueme y te sigo",0,es
es_1625,@USER @USER @USER Es un gesto. Pero con la ley trans borrarán los derechos d las mujeres. No saben d feminismo. Están vendid@USER al lobby queer. Una gran pena.,"La verdadera lucha, es la lucha de clases. Y sí, las mujeres también somos una clase. Productoras de la humanidad.",0,es
es_1164,"🌈 Feliz Día del #OrgulloLGTBI 

Celebramos una jornada de reivindicación de la igualdad emitiendo, de forma simultánea con @USER, los seis episodios  de la serie del momento, creada por @USER 

🎬 MARATÓN MARICÓN PERDIDO→ 22:05 
URL URL","Simplemente, el mejor cine de todos los tiempos. Disfruta de nuestro canal en los principales operadores de televisión de pago.",0,es
es_1381,"Crecí oyendo insultos como ""maricón"" e interioricé que mi vida era menos relevante. Y naturalicé la #homofobia (violencia) hacia mí.Hoy en el pueblo que crecí cuelga la bandera #LGTBI. Ya somos visibles, ahora a seguir luchando por nuestros derechos #17M #DiaContralaLGTBIfobia URL",EAkidea eta Bilboko EH Bilduko zinegotzia. Militante de EA y concejal de EH Bildu en Bilbao,0,es
es_1628,"@USER a favor de la #transfobia de les ""feministes"" radicals de Lidia Falcó y Laura Redondo
#stoptransfobia
#stoplgbtifobia
#queer #Queerslivesmatter 
@USER @USER URL",Queer lgtbi ciutat morta VIH+,0,es
es_1884,"Soy Queer.

#Queer #Orgullo #Pride #Orgullo2020 #OrgulloLGTBI #LGTBIQ #trescantos URL","Colectivo LGTBIQ+ tricantino. 

3centiende@USER.com",1,es
es_1817,Los mismos que piden el orgullo hetero o lo celebran son los mismos que luego utilizan los términos “mariquita” o “maricon” para insultar. #LGTBI #Orgullo2020,"VII ❤️ Nena, no es pa tanto. 🏳️‍🌈",1,es
es_239,"🤬#Maricón era la palabra que más escuchaba en mi #infancia, algo duro para un niño👦 que solo quería vivir y la sociedad se lo impedía🕊 ¿Cómo sienten lxs niñxs #LGTB? #Igualdad #LGTBIfobia #Discriminación 

URL URL","Toda la Actualidad #Cultura #Ocio y #Turismo #LGTB+ 🏳️‍🌈 Educación, Igualdad, Música, Cine, Televisión, Literatura, Salud Sexual, Agenda, Guía y más",1,es
es_1653,Yo cuando estoy fuera de mi burbuja queer y alguien saca el tema de las luchas entre Podemos y el PsoE por la Ley Trans: URL,"Traductor y quizás intérprete 💜                       
        Corazón mirandés ❤️🖤❤️ (He/Him) SOCIAL",0,es
es_1324,"Camiseta !!! : “ TRIÁNGULO INVERTIDO ROSA convertido en COMETA “ diseñado por HIBERNANDO ... URL a través de @USER 

#LGBT #LGBTQ #LGBTI #LGBTQIA #LGTB #LGTBIQ #LGTBIfobia #gay #queer","una travesti BASKA a la que le gusta cantar canciones. 😎
Euskalduna ❤️💙💚💛💜🧡🖤
...GORA BORROKA TRANSFEMINISTA 💜
web : URL 🌈 🎭 🛼",0,es
es_599,"Las personas aliadas o familiares no saben exactamente lo que se siente ser LGBT o queer, pero también son parte de la comunidad. El mes del #OrgulloLGTBI también es su celebración. #Pride #Pride2022","Language teacher, translator, and online course content developer. español, English, français, Deutsch, 一点中文 🇨🇴🇩🇪🇫🇷🇲🇽🇺🇸🏳️‍🌈👨‍🏫✈️🏨🍽️🌱🕊️📖",0,es
es_549,".@USER rectificar es de sabios, porque no se puede anunciar que estaréis en el #Orgullo de #Madrid para después intentar vetar una cinta divertidísima #LGTBI en #CineDeBarrio #CineEspañol Mañana todos con #PerdonaBonitaPeroLucasMeQueríaAMi y su 'Maricarmen, arranca' histórico🏳️‍🌈 URL",La cruz en el pecho y el diablo en los huesos. Periodista por siempre jamás . Todo aquí es personal.,0,es
es_787,"Cada 1 de diciembre se conmemora el Día Mundial de Lucha contra el SIDA, para recordarle a la sociedad y a los gobiernos que el VIH no ha desaparecido aún.  #VIH #sida #1Dicembre #LGTBI #queer URL",#lgtb #lgtbi #lgtbiq #queer  #lgtb+ #lgtbi+ #lgtbiq+#intersindical #intersindicalvalenciana #intersindicalsemueve #intersindicalv#intersindicalvarealgtbi+,0,es
es_789,"Llamar transfóbicas a las mujeres por luchar por sus derechos es misoginia. No defienden a ningún colectivo discriminado, son la respuesta del patriarcado a la lucha feminista y ya no engañan a nadie.
#transactivismoesmisoginia #QueerEsMisoginia #TodoEsTransfobia #transfobia","Somos Aquelarre Radical GDL, ya nos conoces, somos las mismas morras de FB y ahora estamos acá para seguir metiendo la teoría radical hasta por medio de tuits🔥",0,es
es_279,"""Que el amor verdadero gane siempre.""
.
.
.
.
#tuyyosomoscocut #cocutlgbti #cocut #lgbt #lgbtlove #love #amoresamor #loveislove #lesbian #gay #bisexual #trans #queer #instalgbt #instagay #gaymexico #gaytijuana #mexico #bajacalifornia #tijuana #tijuanapride #pride #orgullogay URL",(Cualquier pronombre/Any pronoun) Licenciadx en Psicología.,0,es
es_1697,"El manifiesto de Lucha Internacionalista, titulado “Orgullo en lucha” lo definen como #LGTB pero no menciona ni una vez a las lesbianas. 

Resumen: este manifiesto supuestamente LGTB, en realidad, es solo T.
#QueeresMisoginia

URL","Abolicionistas radicales del género, prostitución, porno y vientres de alquiler. No mixto. #Radfem #Rivas
mujeresabolicionistasrivas@USER",0,es
es_2063,"🏳️‍🌈La Transversal quiere apoyar y difundir el mundo de la cultura. Todes unides dentro de la Comunidad LGTBIQ+!

Seguiremos en la lucha!

#queerentena #lgtb #cultura #consumecultura URL",Asociación LGTBIQ+ fundada con el objetivo de crear diferentes espacios físicos y temporales  como conectores culturales y sociales de nuestras realidades.,0,es
es_1144,"Happy Pride Day 🌈
Ama y no te límites ♥️✔️

#alejandraalegre  #pride🌈 #lgbtq🌈  #lesbianasporelmundo #bixesuales #queer #orgullogay #homosexualidad #diferencias  #empatía #salirdelcloset #amor❤ URL",Cuenta de contenido Sexual,0,es
es_175,"@USER OTRA VEZ ""transfobia"" para ignorar los argumentos que dan las feministas radicales contra de la ley trans.  Viva la inqueersición. A ver dónde os metéis cuando ocurra aquí lo que ya está pasando en Reino Unido o Suecia. Sois un peligro para la infancia.","Profe de Filosofía de dia, músico de rock por la noche. Tengo dos hijos, no aspiro a dormir jamás.",0,es
es_426,"Feliz pride a mis queer queens y kings, a los loud and proud y a los que celebran desde el armario todavia. Que nunca te digan a quien o cómo tienes que amar. #OrgulloLGTBI Orgullo de ser, de existir, de amar 💗
Eres válido, amado y mereces amor. Muak 👩‍❤️‍💋‍👩","Viendo Mean Girls con Taylor, Louis y Harry ♡",0,es
es_1733,Denuncie y “se acabo” a día de hoy sigo cruzándome con muchos por la calle y siguen gritando como 15añeros! Paula bollera! Viciosa!! Hay mucho por hacer y queda mucho por entender... #orgullo #Pride #LGTB,Techno Lover 😈 🏳️‍🌈 ModernaCañí,0,es
es_258,"@USER @USER @USER @USER @USER Te he mandado enlaces d la ley. Vuelvo y repito, esto no tiene nada q ver con derechos, hablo d la ley ""trans"" d Podemos y su rollo queer. Ese q dice q no hay q cambiar d aspecto y q cualquiera puede ser una mujer con sólo decirlo. Da igual informes y antecedentes..",Sobreviviendo a la estupidez.,0,es
es_778,Ojito cuidao que estan a empezado a surgir unos lobbys un poquito peligrosos para la comunidad #LGTBIQ #transfobia #queer #feminismo URL,"Lv.26/Instinct Lv.43⚡
Fantasía; ci-fi; animación.
Encajo azulejo, juego, como y duermo.
Amante de los videojuegos. 🏳️‍🌈💚🤍💙🇪🇺
SW-3168-0439-8890",0,es
es_940,"Agresión homófoba con amenazas y un cabezazo en #Málaga: ""Acércate, maricón, que te voy a matar aquí mismo"" vía: @USER #homofobia #lgtbi URL","Abogada, doctora en ciencias de la comunicación, activista por los derechos humanos. Derecho contra la discriminación.",0,es
es_760,"Con la ley trans más de lo mismo, habla de TERF no como insulto sino como transfobia, lo cual es falso y un insulto a la inteligencia. Es decir, un medio de derechas haciendo campaña pro queer. A Podemos y sus satélites le han dicho de todo por nada, pero aquí la pela es la pela.",Nostálgico del deporte en abierto y de las salas de cine. URL,0,es
es_439,Hoy amanecí mas marica que todos los días! 🌈 hoy tenemos que ser más visibles que siempre! ❤️ sentirnos orgullosos por amar de la forma que nos plazca #PRIDE #OrgulloLGTBI,"𝔸ℝℚ𝕌𝕀𝕋𝔼ℂ𝕋𝕆 Popayán, Colombia.",1,es
es_1313,"""Ma Vie in Rose"": Un clásico del cine con un mensaje universal. #mavieinrose #cine #cinelgbt #queercinema #OrgulloLGTBI #Orgullo #orgullosiempre #orgullo2021 #loveislove #pride #Pride2021  URL @USER @USER",Contando historias en URL URL & URL URL / URL,0,es
es_1190,"Nos tomamos la vida en todos los colores! 

Sabemos que muchxs de nuestrxs visitantes hacen parte de esta comunidad, hoy queremos homenajearlxs y expresarles todo nuestro amor ¡Salud! 

• Nos tomamos la vida •

#masmaricaelquenoama #diadelorgullo #pride #prideday #loveislove URL",Encuentranos también en Facebook URL e instagram URL,0,es
es_1380,"🏳️‍🌈Lo que tenéis no es fobia, es odio. Dejemos paso al AMOR y digamos adiós al ODIO. 
En AMAR.I.LLA no tenemos amigxs ni gays, ni lesbiana, ni bis, ni trans, ni putas, ni maricones... SOLO TENEMOS AMIGXS.
#DiaContralaLGTBIfobia #LGTBI
Link a instagram ➡️➡️ URL URL",Espacio virtual donde aprender colaborativamente y así ser partícipes en la construcción de una sociedad justa e igualitaria con todos los colectivos.,0,es
es_1390,"@USER @USER @USER @USER A este ""señor"" de la foto (responsable de comunicación de Podemos en Murcia) le pedí que me dijera un derecho humano que no tengan reconocido las personas trans. Pues según él la Ley Trans-queer es necesaria para reconocerles los DDHH.
¿Son demócratas?
¿Son de izquierda?
🖕🖕 URL","Es la ciencia, idiota.
Con las RadFem. ⛔ Fachas. ⛔ Queers ⛔ Negacionistas del cambio climático. 
Tired of Explaining Reality to Fuckwits.",0,es
es_1396,"NEMANJA UBOVIC, jugador  serbio del Club Natación Sabadell, que llamó varias veces “maricón” a su contrincante y compañero Víctor Gutiérrez, ha sido apartado del equipo en el que milita, debido a su comportamiento homófobo. Me alegro mucho. #lgtbi #loveislove. #stophomofobia URL","Presentador 📺 Presidente de Padula&Partners. Colaborador en RTVE, Mediaset, Telemadrid. Entrevisto en ESQUIRE y El Independiente 🇮🇹 🇪🇸 🇬🇧 🇵🇹.",0,es
es_1798,"ORGULLOSES DE SER #LESBIANAS, #BISEXUALES, #TRANSGENERO, #TRANSEXUALES, #TRAVESTIS, #INTERSEXUALES, #QUEERS y #ASEXUALES URL","Tiktok e IG: @USER
🏳️‍⚧️🇦🇷🇧🇷🇵🇪🇪🇨🇲🇽🇨🇺🇪🇸🇨🇵🇮🇩🇮🇹",0,es
es_754,"Todo nos ofende ???

.
.
Audio @USER 

.
.
.
.

#lgtbargentina #lgtbiqargentina #lesbianasargentinas #lesbianas #lesbianaslatinas
#familiasdiversas #lgtbiq #matrimonioigualitario #lesbianasenamoradas
#amordelesbicas
#queerlove #bivisibility #lesbianpride🌈 #lesbianlovers",URL,0,es
es_742,"No olviden que un maricon Fascista e infame llamado Jaime Guzmán definió nuestras vidas por más de 30 años, por esto
#AprueboDeSalida !!!

PD. Sí, hay 🏳️‍🌈 malditas y Fascistas por cierto.
#OrgulloGay","andino, latino, chileno 🇨🇱
urbano/campesino, vedette de talibanes y subo cerros ⛰️.

🚫 FACHOS, FACHAS

#NoEsSequiaEsSaqueo",1,es
es_1892,"El auge de las teorías, ley trans y el lenguaje queer, está invisibilizando a las mujeres en su lucha y pretenden el borrado de la mitad de la población mundial.
NO A LA LEY TRANS 

#RespetenALasMujeres
#NoNosBorrarán

@USER
@USER
@USER
@USER URL","Mujer feminista catalana, en lucha por la igualdad y en contra de las injusticias.

 T'estimo Catalunya 💜💜💜💜💜",0,es
es_540,"Al final A R S I es un pobre desgraciado que se ha enamorado de un chico, pero en el fondo se niega a ser Maricón. No es norma un maricon de derechas #OrgulloLGTBI",Comentando todo lo que no me gusta. No soporto a los Frikys ni a los políticos corruptos. Al que no le guste : AJO Y AGUA,0,es
es_320,"🏳️‍🌈¡Medellín es marica!🏙

🗣 Las juventudes #LGTBIQ+ se toman las calles, celebran la vida y sus diversidades en el #Pride2022.

#LaRevolucióndelAmor 🌈 URL",👉🏽 URL,1,es
es_1191,"Pues yo si mezclo gente que se decía ""de izquierdas"", neoliberalismo y teoría queer, me tira más bien al morado.  
Defender los derechos de las mujeres no es ser anti trans, es ser FEMINISTA. URL",,0,es
es_1564,@USER @USER De nuevo como han dicho arriba ¿tenéis estadísticas con fundamento que demuestren que las mujeres han visto perjudicados sus derechos por la ley trans? ¿O viene a ser como aquello que decían los fachas de los maricones: “son todos pederastas” o “amenazan la familia natural”?,Ser humano en desarrollo Traducción y comunicación intercultural FR/ES/EN 🏳️‍🌈🏳️‍⚧️,1,es
es_776,"En la familia por parte  de mi papá, es decir tíos y  primos, sufren de homofobia, a pesar de que saben de qué soy bisexual, para ellos soy lo peor , la más marica. Con que mi  mamá, papá y hermano y amigos es suficiente.  #LGTB #LGBT #LGBTQ #boy #gay #gaylokal #loveislove","estudiante de artes ,enamorado de la vida y orgullo de ser bisexual, y me amo y acepto  por lo que soy , ya lo que venga es bendición. 🌈",1,es
es_1532,"Nosotros nos dedicamos a lo importante, la lucha de clases, y no perdemos ni 1 min de nuestro tiempo en chorradas posmodernas queer.
Por cierto habéis visto lo de la última ley trans antimaterialista de Podemos sobre la cual Fernando Vaquero le ha dedicado 7 videos y 50 tuits? URL","Tibio antisistema. Prefiero un fanático de un equipo de fútbol que un fanático de un partido político, el primero al menos critica a los suyos cuando la cagan.",0,es
es_511,"28 de junio - Día del Internacional del Orgullo
En 1969, en un bar de Nueva York, lesbianas, gays, transexuales, bisexuales, intersexuales y queers, se levantaron contra la policía en pos de sus derechos. Su representante principal, fue Marsha. #LGTBIQ+ #Pride2022 #Orgullo URL","Somos una organización social sin fines de lucro que dicta cursos gratuitos en TICs para la comunidad LGTBIQNB+.

URL",0,es
es_1562,"Judith Butler, ideóloga neoliberal de todo lo queer y las maravillas de lo que inspira la ley trans sobre el incesto.
No voy a decir más no sea que me llevéis también a mi a un juzgado.
Seguid sin ver más allá del ""derechos humanos"" propagandero, cuando desperteis será tarde. 
🤦🏻‍♀️ URL",NO.,0,es
es_1769,"Oye que casualidad que hoy sea el día del #OrgulloLGTBI y sea el cumpleaños de Jaime Guzman, quien vivió siempre en el clóset debido en que su sector es mal mirado ser ""Maricon"" Pablo Longueira lo debe estar recordando muy íntimamente en este momento #OrgulloHetero 🤣 ja!","Iñche lle Mapuche, informatica.
Ex MIT alumni #CC plurinacional 
Mi vida, mis reglas.
#PichiLonka  #YoAprueboLaNuevaConstitucion",0,es
es_999,"Su padre tiene todo el derecho del mundo de querer que la imagen de su hijo no sea utilizada por personas o partidos políticos en su propio beneficio, pero la realidad es que ha sido asesinado al grito de ""¡Maricón!"" y eso no se nos va olvidar a nadie del colectivo #LGTB nunca URL","🏳️‍🌈🇪🇸
Murciano superviviente, podéis escuchar mis aventuras en @USER y en @USER.",0,es
es_1508,Ley Trans: cuatro avances en Derechos Humanos. - @USER URL,"𝗔𝗻𝘁𝗼𝗻𝗶𝗼 𝗥𝗼𝗱𝗿𝗶́𝗴𝘂𝗲𝘇 𝗠𝗼𝗹𝗶𝗻𝗮. (He/him)
Cultural manager. Contributor. Queer thinking, art & music.",0,es
es_1838,"Las hermanas del clan de los #mariconchis, ¡ellas sí que saben! 😁Love is love, y bien orgullos@USER. #orgulloLGTBI #DiaDelOrgulloLGBTI #loveislove URL","Perfil oficial de Twitter de Shin chan en España.
Todas las mañanas en @USER #SHINCHANenFOX",1,es
es_833,"@USER @USER Las personas transexuales tienen ya reconocidos los mismos derechos que el resto.
La ley Trans no va de derechos a personas transexuales sino de otorgar privilegios a hombres narcisistas y de favorecer el negocio clínico-farmacéutico, cebándose en los menores
#QueerEsBigPharma💰","Feminista Radical. Mu/jer. Descreída. HARTA de posmolerdos, posmolerdas y acunapenes. No me voy a callar por mucha transmordaza que quieran imponernos.",0,es
es_827,"#LoQueIreneMonteroNoTeCuenta 
Todos los atropellos de derechos y las violencias machistas que desencadenan leyes como su anteproyecto de ley trans(género).
@USER @USER ¿Vais a seguir traicionando a las mujeres? 
#QueerEsMachismo URL","CiberFeminismoPeriodismoPsicologia
Invito a pasear x CicatricesTransgénicas  analizaron el mundo con ironíaYhumor 
@USER 
@USER Coautora",0,es
es_531,"""Usted no sabe
Qué es cargar con esta lepra
La gente guarda las distancias
La gente comprende y dice:
Es marica pero escribe bien
Es marica pero es buen amigo
Súper-buena-onda
Yo no soy buena onda
Yo acepto al mundo
Sin pedirle esa buena onda""
(Lemebel)
#Pride2022 
#OrgulloLGTBI URL","Barrioaltino, hedonista, inconsecuente y mala persona.",0,es
es_477,"@USER El año pasado mataron a una persona por ser maricón, si para ti eso no es un problema real quizá sí haya motivos para seguir ""perdiendo el tiempo"" con el #OrgulloLGTBI.",“Cersei understands the consequences of her absence and she is absent anyway” Pongamos que hablo de Valencia 🍊 Marketing | Fitness | LGTBI 💪,0,es
es_160,"Tanto @USER como @USER saben que el sexo no se puede cambiar y que la ley Trans es un disparate que antepone delirios y deseos a la realidad material.
La ley Trans elimina derechos de las mujeres y pone en grave peligro a las y los menores
#GobiernoQueerDimisión
#StopLeyTrans","Feminista Radical. Mu/jer. Descreída. HARTA de posmolerdos, posmolerdas y acunapenes. No me voy a callar por mucha transmordaza que quieran imponernos.",0,es
es_417,"🏳️‍🌈Respetemos las distintas identidades y orientaciones sexuales🏳️‍🌈 Nos sumamos a la conmemoración del #DíadelOrgullo apoyando la visibilidad e igualdad de derechos de Lesbianas, Gais, Bisexuales, Trans, Queer, Intersexuales, Asexuales y más (LGBTQIA+) ❤️🧡💛💚💙💜 URL",Somos el centro de salud más importante de la Provincia del Limarí. Establecimiento acreditado en seguridad y calidad de la atención para nuestros pacientes.,0,es
es_1573,"Esta es la realidad. La ley trans no ampara derechos y no discriminaciones porque no atiende a la violencia y discriminación específica. EEUU, la cuna de la teoría queer, acaba de incorporar a los derechos civiles más básico a la comunidad LGTBI. URL",NO.,0,es
es_2020,"17 de Mayo día Internacional contra la homofobia.
❤️🧡💛💚💙💜 @USER 

SOY LESBIANA
SOY GAY
SOY BISEXUAL
SOY TRANSEXUAL
SOY INTERSEXUAL
SOY QUEER
SOY HETEROSEXUAL
SOY COMO TÚ 
SOY HUMANO

#LGTBIfobia 
#LGTBI
#MelanieC
#AskMelanieCLive URL",Fan Page Tu fuente N1° de @USER #TeamSporty💪 𝙉𝙚𝙬𝙨 / 𝙑𝙞𝙙𝙚𝙤𝙨 / 𝙁𝙤𝙩𝙤𝙨,0,es
es_781,"Primero vinieron a por él:
Maricón, comunista y republicano. Así era Federico. Lo asesinaron por ser un hombre libre. Vieron que Lorca fue una buena persona, pero en @USER y @USER no entendieron que no pueden quitar derechos al colectivo #LGTBIQ+ y a familias diversas. URL","Estoy seguro de que AMAR es el verbo más bello.
Comunista sin carné #DDHH
Activista #LGTBIQ+
Poeta✍ #LaPueblaDelRío 👇 Puedes ver versiones web de mis libros.",1,es
es_1534,"Todo es #transfobia para los #InQueersidores. Todo, salvo borrar a las mujeres URL","Abolicionistas radicales del género, prostitución, porno y vientres de alquiler. No mixto. #Radfem #Rivas
mujeresabolicionistasrivas@USER",0,es
es_764,"Ante la subida de agresiones LGTBIfóbicas en ""el ambiente"" de #Zaragoza (zona de ocio #lgtbiq+), solo podía haber una respuesta: LLENAR LAS CALLES DE PLUMAS🏳️‍🌈, ruido, presencia queer, corros para bailar vogue sobre el asfalto y lucha antifascista.
📸@USER URL","Ilustradora y diseñadora freelance, activista con las gafas moradas incrustadas en la cabeza.",0,es
es_1618,"#LeyTransJELO A las feministas que apoyan la lucha Trans, pero no la autodeterminación de género, las queer las llaman ""TERFAs"", ""tránsfobas"". Incluso si son feministas que se partieron la cara por la Ley Trans 2007 y el matrimonio gay (porque defienden el hecho biológico).","Politóloga y periodista | Columnista en EL PAÍS | Escritora del libro El Berrinche Político (@USER) | Analista en la SER, Tele5, 24h, TV3, Catalunya Ràdio",0,es
es_1117,"Empieza el Orgullo Crítico en Madrid (@USER)
'Transmaribibolleras también son clase obrera' o 'contra los nazis, mariconazos' 
#Orgullo2021 #orgullolgtbi URL","Tenéis miedo del feminismo porque pensáis que vamos a hacer con vosotros lo que habéis hecho con nosotras'. 
Feminismo, LGTBI, mov sociales, antirracismo...",1,es
es_705,"Parece que ha pasado demasiado desapercibida la noticia de que el Tribunal Supremo ha declarado la gestación subrogada como compraventa de bebés y, por tanto, absolutamente ilegal en España.

URL

#gestacionsubrogada #Subrofobia #LGTBI #LGTBQ #queer","Rojo, ateo y feminista radical. Aquí la propaganda capitalista occidental no cuela, así que ahorra tiempo y no vengas a mentir a mis menciones.",0,es
es_158,Rt y subo contenido más exclusivo próximamente onlyfans y telegram  #trans #transgender #gay #lgbt #pride #lesbian #lgtb #queer #love #loveislove #instagay #madrid #spain #bisexual #lgbtq #orgullo #transisbeautiful #ftm #lovewins #selfie #gaypride URL,,0,es
es_481,"Orgullo y solidaridad queer ,marika , bollera, no binària y trans. No somos un lobby , no queremos hacer desaparecer ningún sujeto político del mapa. Queremos unidad y alianza entre feminismo y colectivo #LGTBIQ como siempre fue. Feliz orgullo a todes 🏳️‍🌈🏳️‍⚧️💟","Història per comprendre el passat i construïr el futur. República, igualtat i fraternitat.🟪🏳️‍🌈🚩",1,es
es_817,"@USER @USER Twitter no deja mucho espacio para expresarse, pero me parecía que quedaba claro lo que dije. Amplio lo que dije: el activismo LGBT no reivindica derechos, reivindica la teoría queer, que es acientífica y ha dado a cosas como la ley trans. ¿Quieres que hablemos de la ley trans?",,0,es
es_347,"Bueno, voy a ser un poco “ñiñiñiñi” ⬇️
Que sí, que estoy muy contenta por los numerosos ejemplos de visibilidad por parte de mujeres famosas en este #OrgulloLGTBI 
Pero que tampoco pasa nada por usar palabras como «lesbiana» o «bollera» o «bisexual». URL","Periodista visual en @USER 📰, profesora de diseño e infografía en @USER 🔖, infógrafa 📊 y 'malaguita' 🐟",1,es
es_429,"La mani en A Coruña tendría que ser una revuelta por la memoria de Samuel y porque se haga justicia, sin memoria y sin justicia no hay orgullo  #xustizaparasamuel #justiciaparasamuel #acoruña #coruñaorgullosa #orgullo2022 #lgtbiq #queer #kuir #lgbt foto (Concello 06/2016) URL",mi mundo es otro,0,es
es_2064,"Ayer #22Marzo, murio #CarmenDeMairena, a los 86-87 años de edad

No fue fina, pero fue TRANSgresora, luchadora, por ser una perseguida por maricon, y activista #lgtbi / #LGBTQ, a su manera
#DEPCarmen #DEPCarmenDeMairena

Buen/aceptable/pasable #lunes, y #semana","92 /#GayMadrid🇪🇸 / Acuario♒ / #HuesosDeCristal♿ / #Activismo #LGTBI🌈 #discapacidad♿ #sexualidad⬇️/ Critico, inconformista, atrevido, hot🔥: @USER",1,es
es_1127,"Pregunta seria: los maricas de derecha celebran el #Orgullo2021 #OrgulloLGTBI ? Porque no tendría mucho sentido sentirse orgulloso de algo que sus propias creencias políticas y sociales califican como una aberración. Dónde está la consistencia, reina? #pride #Orgullo",I'm nothing and that's my advantage.,0,es
